Compound_ID,Protein_ID,Label
447377,P07814,1
196672,P07814,1
33032,P08243,1
5960,P08243,1
6267,P08243,1
5957,P08243,1
33032,P49915,1
33032,P39086,1
5070,P39086,1
DB06354,P39086,1
447196,P39086,1
5288598,P39086,1
5284627,P39086,1
21117106,P39086,1
69636646,P39086,1
73755079,P39086,1
2252,P39086,1
5282253,P39086,1
73755076,P39086,1
73755077,P39086,1
16125102,P39086,1
656723,P39086,1
10168249,P39086,1
72199906,P39086,1
4359312,P39086,1
6420160,P39086,1
6420161,P39086,1
53307207,P39086,1
53307208,P39086,1
121488186,P39086,1
51049972,P39086,1
23725095,P39086,1
33032,P38435,1
4055,P38435,1
8555,P38435,1
5284607,P38435,1
2197,P38435,1
33032,Q04609,1
6102781,Q04609,1
25113157,Q04609,1
210320,Q04609,1
10043679,Q04609,1
25194767,Q04609,1
71484495,Q04609,1
33032,Q05329,1
3121,Q05329,1
167529,Q05329,1
16760703,Q05329,1
86480,Q05329,1
23663956,Q05329,1
33032,P42261,1
5070,P42261,1
450601,P42261,1
3226,P42261,1
3763,P42261,1
4116,P42261,1
42113,P42261,1
5206,P42261,1
68870,P42261,1
702,P42261,1
DB05047,P42261,1
DB06247,P42261,1
2910,P42261,1
5284627,P42261,1
2196,P42261,1
1221,P42261,1
126569,P42261,1
148184,P42261,1
2890,P42261,1
3688,P42261,1
9927707,P42261,1
9928016,P42261,1
9952446,P42261,1
4843,P42261,1
637863,P42261,1
4615193,P42261,1
126758,P42261,1
3538,P42261,1
3272524,P42261,1
3721046,P42261,1
127894,P42261,1
122294,P42261,1
119582,P42261,1
164509,P42261,1
4118151,P42261,1
9889366,P42261,1
53307207,P42261,1
9924495,P42261,1
53307208,P42261,1
118987132,P42261,1
121488186,P42261,1
148200,P42261,1
51049972,P42261,1
23725095,P42261,1
33032,Q8TCU5,1
12035,Q8TCU5,1
33741,Q8TCU5,1
60795,Q8TCU5,1
3152,Q8TCU5,1
5881,Q8TCU5,1
450601,Q8TCU5,1
4737,Q8TCU5,1
5193,Q8TCU5,1
10101,Q8TCU5,1
54841,Q8TCU5,1
65833,Q8TCU5,1
4763,Q8TCU5,1
134717,Q8TCU5,1
11029,Q8TCU5,1
3516,Q8TCU5,1
62751,Q8TCU5,1
3562,Q8TCU5,1
4095,Q8TCU5,1
4054,Q8TCU5,1
182137,Q8TCU5,1
71158,Q8TCU5,1
6450546,Q8TCU5,1
702,Q8TCU5,1
3821,Q8TCU5,1
3290,Q8TCU5,1
5360696,Q8TCU5,1
6468,Q8TCU5,1
4914,Q8TCU5,1
8612,Q8TCU5,1
2130,Q8TCU5,1
62436,Q8TCU5,1
6433106,Q8TCU5,1
4601,Q8TCU5,1
83823,Q8TCU5,1
9568,Q8TCU5,1
3331,Q8TCU5,1
33032,Q05932,1
104758,Q05932,1
33032,P49448,1
439153,P49448,1
33032,P54886,1
33032,O94925,1
71577426,O94925,1
33032,Q13002,1
5070,Q13002,1
4737,Q13002,1
5193,Q13002,1
4763,Q13002,1
3000715,Q13002,1
2481,Q13002,1
8275,Q13002,1
4099,Q13002,1
4909,Q13002,1
8271,Q13002,1
2164,Q13002,1
6464,Q13002,1
6473,Q13002,1
10518,Q13002,1
3608,Q13002,1
2294,Q13002,1
3003157,Q13002,1
2479,Q13002,1
40539,Q13002,1
131704245,Q13002,1
5284627,Q13002,1
21117106,Q13002,1
69636646,Q13002,1
5282253,Q13002,1
73755076,Q13002,1
73755077,Q13002,1
53307207,Q13002,1
53307208,Q13002,1
121488186,Q13002,1
51049972,Q13002,1
23725095,Q13002,1
33032,Q16099,1
5070,Q16099,1
5284627,Q16099,1
21117106,Q16099,1
5282253,Q16099,1
9839436,Q16099,1
73755076,Q16099,1
53307207,Q16099,1
53307208,Q16099,1
121488186,Q16099,1
51049972,Q16099,1
23725095,Q16099,1
33032,Q16478,1
5070,Q16478,1
5284627,Q16478,1
21117106,Q16478,1
5282253,Q16478,1
9839436,Q16478,1
73755076,Q16478,1
53307207,Q16478,1
53307208,Q16478,1
121488186,Q16478,1
51049972,Q16478,1
23725095,Q16478,1
33032,P42262,1
5070,P42262,1
450601,P42262,1
4737,P42262,1
5193,P42262,1
4763,P42262,1
702,P42262,1
DB05047,P42262,1
3000715,P42262,1
2481,P42262,1
8275,P42262,1
4099,P42262,1
4909,P42262,1
8271,P42262,1
2164,P42262,1
6464,P42262,1
6473,P42262,1
10518,P42262,1
3608,P42262,1
2294,P42262,1
3003157,P42262,1
2479,P42262,1
40539,P42262,1
53461739,P42262,1
447195,P42262,1
158397,P42262,1
447249,P42262,1
447196,P42262,1
657004,P42262,1
131704239,P42262,1
3899541,P42262,1
167842,P42262,1
440053,P42262,1
5288598,P42262,1
5289517,P42262,1
22489160,P42262,1
5288002,P42262,1
44129629,P42262,1
44129630,P42262,1
44129631,P42262,1
2910,P42262,1
5284627,P42262,1
2196,P42262,1
1221,P42262,1
126569,P42262,1
148184,P42262,1
2890,P42262,1
3688,P42262,1
9927707,P42262,1
9928016,P42262,1
9952446,P42262,1
4843,P42262,1
637863,P42262,1
4615193,P42262,1
126758,P42262,1
3538,P42262,1
3272524,P42262,1
3721046,P42262,1
127894,P42262,1
122294,P42262,1
164509,P42262,1
4118151,P42262,1
9889366,P42262,1
53307207,P42262,1
9924495,P42262,1
53307208,P42262,1
118987132,P42262,1
121488186,P42262,1
148200,P42262,1
51049972,P42262,1
23725095,P42262,1
33032,P48058,1
5070,P48058,1
450601,P48058,1
702,P48058,1
DB05047,P48058,1
2910,P48058,1
5284627,P48058,1
2196,P48058,1
1221,P48058,1
126569,P48058,1
148184,P48058,1
2890,P48058,1
3688,P48058,1
9927707,P48058,1
9928016,P48058,1
9952446,P48058,1
4843,P48058,1
637863,P48058,1
4615193,P48058,1
126758,P48058,1
3538,P48058,1
3272524,P48058,1
3721046,P48058,1
127894,P48058,1
122294,P48058,1
119582,P48058,1
164509,P48058,1
4118151,P48058,1
9889366,P48058,1
53307207,P48058,1
9924495,P48058,1
53307208,P48058,1
118987132,P48058,1
121488186,P48058,1
148200,P48058,1
51049972,P48058,1
23725095,P48058,1
33032,P42263,1
5070,P42263,1
450601,P42263,1
702,P42263,1
DB05047,P42263,1
28486,P42263,1
DB14507,P42263,1
DB14508,P42263,1
DB14509,P42263,1
2910,P42263,1
5284627,P42263,1
2196,P42263,1
1221,P42263,1
126569,P42263,1
148184,P42263,1
2890,P42263,1
3688,P42263,1
9927707,P42263,1
9928016,P42263,1
9952446,P42263,1
4843,P42263,1
637863,P42263,1
4615193,P42263,1
126758,P42263,1
3538,P42263,1
3272524,P42263,1
3721046,P42263,1
127894,P42263,1
122294,P42263,1
119582,P42263,1
164509,P42263,1
4118151,P42263,1
9889366,P42263,1
53307207,P42263,1
9924495,P42263,1
53307208,P42263,1
118987132,P42263,1
121488186,P42263,1
148200,P42263,1
51049972,P42263,1
23725095,P42263,1
33032,Q13003,1
5070,Q13003,1
5284627,Q13003,1
21117106,Q13003,1
9839436,Q13003,1
73755076,Q13003,1
6420160,Q13003,1
53307207,Q13003,1
53307208,Q13003,1
121488186,Q13003,1
51049972,Q13003,1
23725095,Q13003,1
33032,P43004,1
5960,P43004,1
83887,P43004,1
5311218,P43004,1
21117106,P43004,1
73755099,P43004,1
237657,P43004,1
11531745,P43004,1
33032,P43005,1
5960,P43005,1
83887,P43005,1
5311218,P43005,1
11622683,P43005,1
11369932,P43005,1
33032,P43003,1
5960,P43003,1
83887,P43003,1
5311218,P43003,1
25223366,P43003,1
21117106,P43003,1
33032,O15067,1
33032,O75879,1
33032,P15104,1
5961,P15104,1
33032,Q6IA69,1
33032,O00341,1
5960,O00341,1
83887,O00341,1
5311218,O00341,1
33032,O14841,1
33032,O43424,1
33032,P48664,1
5960,P48664,1
83887,P48664,1
5311218,P48664,1
237657,P48664,1
33032,Q07075,1
33032,Q5JPH6,1
33032,Q5TDP6,1
33032,Q8N159,1
33032,Q9H1K4,1
33032,Q9H936,1
33032,Q9ULA0,1
44309732,Q9ULA0,1
33032,Q9ULK0,1
33032,Q9Y646,1
33032,P23385,1
446355,P23385,1
40539,P23385,1
104766,P23385,1
108001,P23385,1
1233,P23385,1
5310956,P23385,1
6604712,P23385,1
11722867,P23385,1
11537456,P23385,1
11530404,P23385,1
11559235,P23385,1
11515548,P23385,1
9903757,P23385,1
73755209,P23385,1
23634171,P23385,1
23634102,P23385,1
16118537,P23385,1
16739288,P23385,1
11772954,P23385,1
16659967,P23385,1
16659801,P23385,1
16659803,P23385,1
46866191,P23385,1
46866192,P23385,1
73755189,P23385,1
11337722,P23385,1
73755211,P23385,1
6324610,P23385,1
44431042,P23385,1
9904703,P23385,1
16660135,P23385,1
11301185,P23385,1
11245287,P23385,1
9948645,P23385,1
9840951,P23385,1
7067728,P23385,1
10470232,P23385,1
46891047,P23385,1
53233900,P23385,1
70702462,P23385,1
9819432,P23385,1
10409562,P23385,1
44573698,P23385,1
9923127,P23385,1
9903898,P23385,1
10338547,P23385,1
9949202,P23385,1
17950211,P23385,1
11523834,P23385,1
10398360,P23385,1
2071,P23385,1
5310979,P23385,1
5311261,P23385,1
5311459,P23385,1
5311040,P23385,1
10058919,P23385,1
9972691,P23385,1
33032,Q14416,1
446355,Q14416,1
104766,Q14416,1
5310956,Q14416,1
5310979,Q14416,1
9819927,Q14416,1
5310984,Q14416,1
213056,Q14416,1
10197984,Q14416,1
73755194,Q14416,1
73755195,Q14416,1
73755196,Q14416,1
73755191,Q14416,1
73755192,Q14416,1
73755193,Q14416,1
11158623,Q14416,1
11362035,Q14416,1
10275802,Q14416,1
11281345,Q14416,1
9825084,Q14416,1
25125217,Q14416,1
9868580,Q14416,1
9864510,Q14416,1
46830123,Q14416,1
25002940,Q14416,1
44335556,Q14416,1
46190877,Q14416,1
46190878,Q14416,1
59234231,Q14416,1
25195461,Q14416,1
49765871,Q14416,1
49822115,Q14416,1
10047169,Q14416,1
44595851,Q14416,1
156665,Q14416,1
56842185,Q14416,1
25195354,Q14416,1
9857255,Q14416,1
33032,P31421,1
446355,P31421,1
104766,P31421,1
5310956,P31421,1
5310979,P31421,1
5311455,P31421,1
9819927,P31421,1
213056,P31421,1
9837317,P31421,1
73755191,P31421,1
73755192,P31421,1
73755193,P31421,1
11158623,P31421,1
73755205,P31421,1
73755206,P31421,1
10428048,P31421,1
11362035,P31421,1
73755200,P31421,1
73755201,P31421,1
46182736,P31421,1
73755202,P31421,1
59234231,P31421,1
44595851,P31421,1
3964633,P31421,1
5311079,P31421,1
9886034,P31421,1
5311344,P31421,1
33032,Q14832,1
446355,Q14832,1
104766,Q14832,1
5310956,Q14832,1
5310979,Q14832,1
9819927,Q14832,1
5310984,Q14832,1
213056,Q14832,1
10197984,Q14832,1
73755194,Q14832,1
73755195,Q14832,1
73755196,Q14832,1
11158623,Q14832,1
188803,Q14832,1
11503055,Q14832,1
122190433,Q14832,1
56842185,Q14832,1
25195354,Q14832,1
9857255,Q14832,1
33032,P31422,1
104766,P31422,1
5310956,P31422,1
5310979,P31422,1
9819927,P31422,1
213056,P31422,1
73755191,P31422,1
73755192,P31422,1
73755193,P31422,1
11158623,P31422,1
5311079,P31422,1
9886034,P31422,1
60204017,P31422,1
56587994,P31422,1
33032,P41594,1
71158,P41594,1
129228,P41594,1
9819927,P41594,1
3025961,P41594,1
5311432,P41594,1
3645780,P41594,1
9879103,P41594,1
9838729,P41594,1
11438771,P41594,1
10192854,P41594,1
9967471,P41594,1
135463043,P41594,1
73755219,P41594,1
11206949,P41594,1
10380127,P41594,1
23725699,P41594,1
73755222,P41594,1
73755212,P41594,1
71559428,P41594,1
73755220,P41594,1
53380924,P41594,1
71580330,P41594,1
71580550,P41594,1
10400683,P41594,1
11646823,P41594,1
135497698,P41594,1
59548652,P41594,1
1489963,P41594,1
11535913,P41594,1
9794218,P41594,1
1019881,P41594,1
5218788,P41594,1
5311462,P41594,1
5678496,P41594,1
46946406,P41594,1
11383075,P41594,1
11245456,P41594,1
51003564,P41594,1
9931205,P41594,1
24763119,P41594,1
72551298,P41594,1
53252525,P41594,1
58368068,P41594,1
11625520,P41594,1
16759169,P41594,1
44557636,P41594,1
135803998,P41594,1
33032,P31424,1
446355,P31424,1
40539,P31424,1
6918446,P31424,1
156419,P31424,1
5024764,P31424,1
6604928,P31424,1
104766,P31424,1
108001,P31424,1
1233,P31424,1
5310956,P31424,1
6604712,P31424,1
6324610,P31424,1
6515535,P31424,1
91885483,P31424,1
5310979,P31424,1
5311455,P31424,1
5311459,P31424,1
5311040,P31424,1
9972691,P31424,1
16000100,P31424,1
53384864,P31424,1
76853680,P31424,1
16067787,P31424,1
135463043,P31424,1
73755219,P31424,1
10380127,P31424,1
24180510,P31424,1
73755222,P31424,1
73755216,P31424,1
23661671,P31424,1
73755212,P31424,1
44410045,P31424,1
46911385,P31424,1
73755220,P31424,1
53380924,P31424,1
44434752,P31424,1
73755223,P31424,1
10400683,P31424,1
46911384,P31424,1
11646823,P31424,1
135497698,P31424,1
59548652,P31424,1
16036762,P31424,1
10354477,P31424,1
16737207,P31424,1
9990429,P31424,1
10910934,P31424,1
9816778,P31424,1
57328392,P31424,1
73755217,P31424,1
14343211,P31424,1
46946406,P31424,1
11383075,P31424,1
73755190,P31424,1
11245456,P31424,1
24763119,P31424,1
72551298,P31424,1
53252525,P31424,1
11373218,P31424,1
51346799,P31424,1
2296132,P31424,1
53318624,P31424,1
53384841,P31424,1
46865097,P31424,1
58368068,P31424,1
11625520,P31424,1
11610682,P31424,1
33032,P35349,1
104766,P35349,1
5310956,P35349,1
6515535,P35349,1
5310979,P35349,1
3964633,P35349,1
46898088,P35349,1
6604820,P35349,1
1795545,P35349,1
15508178,P35349,1
33032,Q13255,1
446355,Q13255,1
11537456,Q13255,1
11530404,Q13255,1
11559235,Q13255,1
11515548,Q13255,1
73755208,Q13255,1
11175501,Q13255,1
57559562,Q13255,1
73755209,Q13255,1
23634171,Q13255,1
23634102,Q13255,1
16118537,Q13255,1
16739288,Q13255,1
16659967,Q13255,1
16659801,Q13255,1
16659803,Q13255,1
16659802,Q13255,1
46866191,Q13255,1
46866192,Q13255,1
44442431,Q13255,1
16118119,Q13255,1
16725048,Q13255,1
6324610,Q13255,1
11245287,Q13255,1
10245890,Q13255,1
11313361,Q13255,1
9840951,Q13255,1
9926999,Q13255,1
15985251,Q13255,1
10470232,Q13255,1
46891047,Q13255,1
53233900,Q13255,1
53316847,Q13255,1
9819432,Q13255,1
73755207,Q13255,1
6515535,Q13255,1
91885483,Q13255,1
2071,Q13255,1
5311455,Q13255,1
9819927,Q13255,1
5311261,Q13255,1
3675,P10632,1
985,P10632,1
3767,P10632,1
9824580,P10632,1
49872868,P10632,1
3675,Q01959,1
60795,Q01959,1
4058,Q01959,1
54841,Q01959,1
4914,Q01959,1
8612,Q01959,1
3696,Q01959,1
4449,Q01959,1
7028,Q01959,1
2170,Q01959,1
1201549,Q01959,1
146570,Q01959,1
4184,Q01959,1
5584,Q01959,1
3007,Q01959,1
3964,Q01959,1
446220,Q01959,1
26175,Q01959,1
31721,Q01959,1
10836,Q01959,1
4528,Q01959,1
681,Q01959,1
4158,Q01959,1
444,Q01959,1
1615,Q01959,1
2801,Q01959,1
2725,Q01959,1
4762,Q01959,1
68617,Q01959,1
DB06156,Q01959,1
DB06333,Q01959,1
DB14754,Q01959,1
9947999,Q01959,1
5311017,Q01959,1
5826,Q01959,1
4236,Q01959,1
3103,Q01959,1
5656,Q01959,1
60835,Q01959,1
14584,Q01959,1
6440180,Q01959,1
4020,Q01959,1
11597698,Q01959,1
4771,Q01959,1
5210,Q01959,1
91827366,Q01959,1
3456,Q01959,1
6917779,Q01959,1
105056,Q01959,1
3455,Q01959,1
125017,Q01959,1
3033727,Q01959,1
66124,Q01959,1
6055,Q01959,1
5825,Q01959,1
62573,Q01959,1
2341,Q01959,1
23724835,Q01959,1
122142,Q01959,1
154100,Q01959,1
11658655,Q01959,1
16095349,Q01959,1
64765,Q01959,1
70969,Q01959,1
11680542,Q01959,1
68943792,Q01959,1
91442,Q01959,1
92159,Q01959,1
14372,Q01959,1
25192248,Q01959,1
9280,Q01959,1
11597697,Q01959,1
11984562,Q01959,1
67583702,Q01959,1
62884,Q01959,1
9838996,Q01959,1
2137,Q01959,1
11954313,Q01959,1
56928188,Q01959,1
7029,Q01959,1
154101,Q01959,1
9690109,Q01959,1
10130337,Q01959,1
3675,P23975,1
33741,P23975,1
4058,P23975,1
54841,P23975,1
65833,P23975,1
3821,P23975,1
5360696,P23975,1
3696,P23975,1
667468,P23975,1
4449,P23975,1
2160,P23975,1
7028,P23975,1
2895,P23975,1
2995,P23975,1
2170,P23975,1
159325,P27169,0
447532,P27169,0
2733079,P27169,0
15424,P27169,0
450460,P27169,0
152951,P60568,0
6918427,P60568,0
6324620,P60568,0
4882,P60568,0
400010,P60568,0
3033053,P60568,0
447735,P60568,0
46174075,P60568,0
135564531,P60568,0
73755013,P60568,0
14584,P40933,0
2769,P46059,0
3086547,P46059,0
4184,P46059,0
44288922,P46059,0
65948,P46059,0
4926,P46059,0
3336,P46059,0
25108103,P46059,0
10450926,P46059,0
44349317,P46059,0
6603977,P46059,0
56953333,P46059,0
5284594,P46059,0
159594,P19113,0
2750,P19113,0
119058036,P19113,0
102614,P19113,0
60168163,P19113,0
11948463,P19113,0
44447430,P06737,0
71587953,P06737,0
24795088,P06737,0
122190433,P06737,0
6435378,P06737,0
167715,P06737,0
9046,P06737,0
46937031,P06737,0
3011155,P06737,0
18068,P06737,0
11655511,P06737,0
64782,P06737,0
7167925,P06737,0
134191471,P06737,0
5497056,P06737,0
11948463,Q9Y600,0
46937443,Q9Y600,0
DB06124,Q9BYV1,0
11570626,Q9BYV1,0
120852,Q9BYV1,0
16741275,Q9BYV1,0
135400189,Q9Y697,0
44599207,Q9Y697,0
24180721,Q9Y697,0
68601,P20132,0
5530,P20132,0
9905972,Q9NVS9,0
10468166,Q9NVS9,0
5287684,Q9NVS9,0
6918553,P80404,0
3292447,P80404,0
16088020,P80404,0
5280346,P80404,0
DB14001,P80404,0
2499,P80404,0
4935,P80404,0
73330369,P80404,0
446276,P80404,0
5282493,P80404,0
10461508,P80404,0
135497698,P80404,0
5283156,P80404,0
11561674,P80404,0
446201,Q16773,0
656679,Q16773,0
56947004,Q16773,0
129140,Q16773,0
16167454,Q16773,0
4748,Q96GD0,0
23667301,P34897,0
445072,P34897,0
10184653,P34897,0
5287540,P34897,0
11680542,P21549,0
691952,P21549,0
11383075,P21549,0
9882793,P21549,0
753704,P21549,0
124003,P21549,0
3272300,P21549,0
2370,P35520,0
138105941,P35520,0
134813893,P35520,0
54764565,P35520,0
3277,P35520,0
10910934,P34896,0
5327150,P34896,0
9827219,P34896,0
24936221,P34896,0
445114,P34896,0
448972,P34896,0
135398744,P34896,0
11417567,Q99259,0
68748835,Q99259,0
252696,Q99259,0
2554,Q99259,0
441443,Q99259,0
25229537,Q99259,0
137321167,Q99259,0
59460354,P00505,0
4881,P00505,0
446811,P00505,0
135449333,P00505,0
5311254,Q9GZT4,0
3998,Q9GZT4,0
11656518,Q16719,0
56928188,Q16719,0
72200024,Q16719,0
25021183,P11926,0
11707110,P11926,0
10141039,P11926,0
6421522,P11926,0
17754111,P11926,0
9826744,P11926,0
71681016,P11926,0
67983123,P11926,0
6099,P11926,0
24239,P11926,0
9938402,P11926,0
2375,P13196,0
16049404,P13196,0
25192248,P04181,0
6918604,P04181,0
3033621,P04181,0
DB06240,P04181,0
13387,O15269,0
23621171,O15269,0
6918604,Q96A70,0
53246941,Q96A70,0
447153,Q8IYQ7,0
56589615,Q8IYQ7,0
44603362,P54687,0
3395,P54687,0
6440763,P54687,0
447202,P54687,0
DB13931,P54687,0
11338033,P54687,0
10456828,O75600,0
94599,O75600,0
5287979,P17174,0
9955116,P17174,0
11396600,P17174,0
20055008,P17174,0
10456828,P17174,0
11548630,P17174,0
46897162,Q9Y617,0
54454,Q9Y617,0
119055,P23378,0
161647,P23378,0
3339,O15270,0
25073775,O15270,0
4075,O15270,0
133621,P24298,0
135445761,P24298,0
DB11455,P24298,0
122028,P24298,0
4302963,P17735,0
3034829,P17735,0
6590,P17735,0
447043,P17735,0
17755247,O15382,0
24938285,O15382,0
127052870,O15382,0
73755058,O15382,0
68704,O15382,0
56947052,O15382,0
10134160,O15382,0
6918296,O15382,0
5024764,O15382,0
222757,Q8N5Z0,0
56947150,Q8N5Z0,0
8249,O95470,0
4919,O95470,0
6102762,O95470,0
73755145,P32929,0
5281071,P32929,0
71300756,P32929,0
172469,P32929,0
9802561,P32929,0
9904788,P32929,0
9977819,P32929,0
5743,P32929,0
2724385,P32929,0
5281224,O95954,0
24737629,O95954,0
11373432,O95954,0
6438368,O95954,0
73442840,P22557,0
9888141,P22557,0
2537,P11217,0
13018787,P11217,0
5329102,P11217,0
14343211,P11217,0
11427553,P11217,0
62751,P11217,0
13964,P11217,0
1795545,P11217,0
137321148,P11217,0
DB06408,P11217,0
5656,P11217,0
DB06525,P11217,0
11521821,P11217,0
5962,P11217,0
11498992,P11217,0
73755173,P11217,0
11834987,P11217,0
23667619,P11217,0
71727668,P11217,0
2266,P11217,0
66061,P11217,0
135413523,P11217,0
44405854,P11217,0
15521397,P11217,0
21138,P11217,0
137321170,P11217,0
135564890,P11217,0
10348659,P11217,0
46937420,P11217,0
46174140,P11217,0
135398499,P11217,0
131704220,P11217,0
25199766,P11217,0
5287870,P11217,0
73755189,P11217,0
10323892,P11217,0
60947,P11217,0
446382,P11217,0
9865808,P11217,0
11339118,P11217,0
4096211,P11217,0
5388881,P11217,0
182593,P11217,0
91827346,P11217,0
11837221,P11217,0
73755066,P11217,0
9883933,P11217,0
16752,P11217,0
123600,P11217,0
6102824,P11217,0
1548942,P11217,0
DB14487,O94903,0
22875828,O94903,0
46937046,P11216,0
180559,P11216,0
447256,P11216,0
9825034,P20711,0
71456888,P20711,0
71364,P20711,0
941361,P20711,0
46937080,P20711,0
1174,P20711,0
9959759,P20711,0
2729042,P20711,0
17758361,Q2TU84,0
44814409,Q2TU84,0
5639,Q2TU84,0
71451488,Q53ET4,0
16739265,Q53ET4,0
370,Q53ET4,0
16133800,Q59FK2,0
22359367,Q59GM9,0
10168,Q59HE2,0
16533,Q5JAM2,0
25166913,Q5VZ30,0
3658,Q6IBS8,0
71062030,Q6P996,0
1641,Q6YP21,0
138393289,Q6YP21,0
6432394,Q6ZQY3,0
DB09371,Q8IUZ5,0
118955396,Q8IUZ5,0
6280,Q8IVA8,0
46937152,Q8TD30,0
53262890,Q8TD30,0
107952,Q8TD30,0
2284,Q8TD30,0
9956189,Q96EN8,0
15951636,Q96GA7,0
5870,Q9BXA1,0
44241743,Q9HD40,0
131907,Q9NUV7,0
30843,Q9NUV7,0
16046160,Q9UGI5,0
11645581,Q9UGI5,0
444727,Q9UJX1,0
45139106,Q96I15,0
91827354,Q6WRI0,0
49841217,P42357,0
24875489,Q99624,0
56947058,Q99624,0
444539,Q99624,0
23652731,P12081,0
73442763,P00915,0
11691484,P00915,0
114869,P00915,0
247228,P00915,0
5997,P00915,0
69453339,P00915,0
2755,P00915,0
449021,P00915,0
2513,P00915,0
72281,P00915,0
636399,P00915,0
1053,P00915,0
16095384,P00915,0
152951,P00915,0
11188898,P00915,0
5288720,P00915,0
445459,P00915,0
18971832,P00915,0
1714884,P00915,0
4177,P00915,0
48229,P00915,0
5640,P00915,0
66576990,P00915,0
10058919,P00915,0
9434,P00915,0
936,P00915,0
439202,P00915,0
11607225,P00915,0
41376,P00915,0
135413536,P00915,0
10710647,P00915,0
135565903,P00915,0
3342298,P00915,0
4437,P00915,0
23582776,P00915,0
5282375,P00915,0
73755038,P00915,0
444718,P00915,0
5288190,P00915,0
848641,P00915,0
9280,Q9ULX7,0
5311400,Q9ULX7,0
24892851,Q9ULX7,0
10146470,Q9ULX7,0
9934347,Q9ULX7,0
11235729,Q9ULX7,0
5311320,Q9ULX7,0
73755246,Q9ULX7,0
133081958,Q9ULX7,0
6323540,Q9ULX7,0
18340,Q9ULX7,0
21078798,Q9ULX7,0
15391,Q9ULX7,0
23663941,Q9ULX7,0
9847259,P35218,0
22880,P35218,0
10547,P35218,0
10372836,P35218,0
619101,P35218,0
5281080,P35218,0
56935717,P35218,0
91810287,P35218,0
8778,P35218,0
10295883,P35218,0
60781,P35218,0
15950376,P35218,0
10098735,P35218,0
9812534,P35218,0
2809273,P35218,0
6918153,P35218,0
5362391,P43166,0
17865255,P43166,0
15512229,P43166,0
48041,P43166,0
16049404,P43166,0
199994,P43166,0
4236,P43166,0
5288453,P43166,0
108029,P43166,0
2334,P43166,0
6438358,P43166,0
3598,P43166,0
9859211,P43166,0
56947150,P43166,0
256737,P43166,0
23690443,P43166,0
9801039,P43166,0
5289547,P43166,0
68643,P43166,0
1548992,Q8IY34,0
9060,Q8IY34,0
449126,Q8N697,0
638024,Q8N697,0
91867,Q8WUX1,0
6420159,Q8WUX1,0
867466,P11309,0
5311122,P11309,0
50990924,P11309,0
16052009,P11309,0
3036222,P11309,0
441348,P11309,0
11840906,P11309,0
5287652,P11309,0
131704200,P11309,0
DB13345,P11309,0
25108245,P11309,0
25254550,P11309,0
132937648,P11309,0
5005498,P11309,0
5282483,P11309,0
3387240,P11309,0
446276,P11309,0
130611,P11309,0
13878025,P11309,0
18177377,P11309,0
11570626,P11309,0
46245518,P11309,0
448610,P11309,0
91885617,P11309,0
59174579,P11309,0
23725052,P11309,0
5288064,P11309,0
2929,P11309,0
5288464,P11309,0
24794466,P11309,0
448513,P11309,0
9864669,P11309,0
11477180,P11309,0
6918248,P11309,0
72503,P11309,0
10409068,P11309,0
3674,P11309,0
135413525,P11309,0
9830503,P11309,0
71580330,P11309,0
4141,Q9Y478,0
5278,Q9Y478,0
DB05513,Q9Y478,0
5280934,Q9Y478,0
5464097,Q9Y478,0
5803,Q08828,0
6010,Q08828,0
4630,Q08828,0
4077460,Q08828,0
673766,Q08828,0
121231406,Q08828,0
5288821,Q9NR19,0
73755101,Q9NR19,0
25015,Q07343,0
198067,Q07343,0
2763,Q07343,0
8955,Q07343,0
58539301,Q07343,0
6914624,Q07343,0
54695534,Q07343,0
46215462,Q07343,0
23724912,Q07343,0
59787819,Q07343,0
73755101,Q07343,0
10224267,Q07343,0
383413,Q07343,0
44543970,Q07343,0
18191179,Q07343,0
24199,Q07343,0
6857686,Q07343,0
45486536,Q07343,0
24178121,Q07343,0
9846180,Q07343,0
46174106,Q07343,0
71270,Q07343,0
134158055,Q07343,0
73755063,Q07343,0
9549289,Q07343,0
73755047,Q07343,0
3614,Q07343,0
5311427,Q07343,0
68643,Q07343,0
2264067,Q07343,0
29327,Q07343,0
5464092,Q07343,0
5312124,Q07343,0
DB06451,Q07343,0
15126552,Q07343,0
25220914,Q07343,0
135421197,Q07343,0
1096735,Q07343,0
62296,Q07343,0
10448986,Q07343,0
89560738,Q07343,0
5326978,Q07343,0
119828,Q07343,0
114869,Q07343,0
4507,Q07343,0
445555,Q07343,0
60656,Q07343,0
91827339,Q07343,0
5253,Q07343,0
3001028,Q07343,0
11765960,Q07343,0
44144383,Q07343,0
25263414,Q07343,0
71540619,Q07343,0
9891980,Q07343,0
10098735,Q07343,0
60262,Q07343,0
5494,Q07343,0
3690,Q07343,0
24772103,Q07343,0
1549008,Q07343,0
216235,Q07343,0
3081832,Q07343,0
72199906,Q07343,0
10041551,Q07343,0
78243717,P33121,0
441207,P33121,0
3167869,Q13131,0
135566105,Q13131,0
11438771,Q13131,0
446165,Q13131,0
60753,Q13131,0
11625520,Q13131,0
150762,Q13131,0
4249,Q13131,0
10915062,Q13131,0
24836812,Q13131,0
68646,Q9NUB1,0
399618,Q9NUB1,0
46174103,O43741,0
24762195,O43741,0
